Dia;Mes;Ano;Estado;Comunidad;Sitio;Latitud;Longitud;Habitat;Zonificacion;Tipo de protección;ANP;Buzo Monitor;Hora inicial buceo;Hora final buceo;Profundidad inicial (m);Profundidad final (m);Temperatura (°C);Visibilidad (m);Transecto;Genero;Especie;GeneroEspecie;Abundancia
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;3;Strombus;gigas;Strombus gigas;5
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;4;Diadema;antillarum;Diadema antillarum;1
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;4;Otros;erizos;Otros erizos;1
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;4;Panulirus;argus;Panulirus argus;4
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;5;Otros;erizos;Otros erizos;2
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;5;Panulirus;argus;Panulirus argus;5
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;5;Strombus;gigas;Strombus gigas;2
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;6;Strombus;gigas;Strombus gigas;7
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;7;ND;ND;ND ND;0
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;8;ND;ND;ND ND;0
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;9;Strombus;gigas;Strombus gigas;1
21;3;2015;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;10;Pterois;volitans;Pterois volitans;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;1;Stenopus;hispidus;Stenopus hispidus;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;1;Otros;erizos;Otros erizos;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;1;Panulirus;argus;Panulirus argus;7
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;2;Otros;erizos;Otros erizos;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;2;Panulirus;argus;Panulirus argus;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;2;Panulirus;guttatus;Panulirus guttatus;2
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;3;Strombus;gigas;Strombus gigas;2
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;4;Panulirus;argus;Panulirus argus;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;5;Panulirus;argus;Panulirus argus;2
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;5;Diadema;antillarum;Diadema antillarum;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;6;ND;ND;ND ND;0
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;7;ND;ND;ND ND;0
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;8;ND;ND;ND ND;0
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;9;ND;ND;ND ND;0
20;3;2015;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;10;ND;ND;ND ND;0
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;1;Otros;erizos;Otros erizos;2
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;1;Panulirus;argus;Panulirus argus;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;2;Otros;erizos;Otros erizos;3
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;3;Otros;erizos;Otros erizos;6
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;3;Panulirus;argus;Panulirus argus;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;3;Panulirus;guttatus;Panulirus guttatus;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;3;Diadema;antillarum;Diadema antillarum;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;4;Otros;erizos;Otros erizos;22
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;4;Diadema;antillarum;Diadema antillarum;2
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;4;Panulirus;argus;Panulirus argus;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;4;Panulirus;guttatus;Panulirus guttatus;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;5;Diadema;antillarum;Diadema antillarum;3
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;5;Otros;erizos;Otros erizos;15
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;6;ND;ND;ND ND;0
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;7;ND;ND;ND ND;0
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;8;Pterois;volitans;Pterois volitans;1
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;9;ND;ND;ND ND;0
20;3;2015;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;10;ND;ND;ND ND;0
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;1;Otros;erizos;Otros erizos;5
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;1;Strombus;gigas;Strombus gigas;3
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;1;Pterois;volitans;Pterois volitans;1
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;2;Diadema;antillarum;Diadema antillarum;1
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;2;Otros;erizos;Otros erizos;5
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;3;Diadema;antillarum;Diadema antillarum;2
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;3;Otros;erizos;Otros erizos;6
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;3;Panulirus;argus;Panulirus argus;1
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;4;Diadema;antillarum;Diadema antillarum;1
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;4;Panulirus;argus;Panulirus argus;32
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;4;Pterois;volitans;Pterois volitans;3
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;5;Panulirus;argus;Panulirus argus;46
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;5;Panulirus;guttatus;Panulirus guttatus;2
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;ND;ND;ND;5;Pterois;volitans;Pterois volitans;3
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;6;Strombus;gigas;Strombus gigas;2
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;7;ND;ND;ND ND;0
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;8;Strombus;gigas;Strombus gigas;3
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;9;ND;ND;ND ND;0
20;3;2015;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;ND;ND;ND;10;ND;ND;ND ND;0
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Baltazar Hoil;11:52;ND;ND;ND;ND;ND;1;Diadema;antillarum;Diadema antillarum;1
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Baltazar Hoil;11:52;ND;ND;ND;ND;ND;1;Panulirus;argus;Panulirus argus;1
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Baltazar Hoil;11:52;ND;ND;ND;ND;ND;2;Diadema;antillarum;Diadema antillarum;2
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Marco Antonio Gonzalez;11:52;ND;ND;ND;ND;ND;3;Stenopus;hispidus;Stenopus hispidus;4
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Marco Antonio Gonzalez;11:52;ND;ND;ND;ND;ND;3;Diadema;antillarum;Diadema antillarum;3
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Marco Antonio Gonzalez;11:52;ND;ND;ND;ND;ND;4;Stenopus;hispidus;Stenopus hispidus;3
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Marco Antonio Gonzalez;11:52;ND;ND;ND;ND;ND;4;Diadema;antillarum;Diadema antillarum;5
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Marco Antonio Gonzalez;11:52;ND;ND;ND;ND;ND;4;Otros;erizos;Otros erizos;1
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Erick Balam;11:52;ND;ND;ND;ND;ND;5;Diadema;antillarum;Diadema antillarum;1
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Erick Balam;11:52;ND;ND;ND;ND;ND;6;Diadema;antillarum;Diadema antillarum;4
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;11:52;ND;ND;ND;ND;ND;7;ND;ND;ND ND;0
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;11:52;ND;ND;ND;ND;ND;8;ND;ND;ND ND;0
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;11:52;ND;ND;ND;ND;ND;9;Diadema;antillarum;Diadema antillarum;1
1;5;2015;Quintana Roo;Punta Herrero;El Faro;19.30091;-87.4435;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;11:52;ND;ND;ND;ND;ND;10;Diadema;antillarum;Diadema antillarum;2
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Baltazar Hoil;9:33;ND;ND;ND;ND;ND;1;ND;ND;ND ND;0
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Baltazar Hoil;9:33;ND;ND;ND;ND;ND;2;Stenopus;hispidus;Stenopus hispidus;1
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Baltazar Hoil;9:33;ND;ND;ND;ND;ND;2;Strombus;gigas;Strombus gigas;1
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;9:33;ND;ND;ND;ND;ND;3;Stenopus;hispidus;Stenopus hispidus;6
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;9:33;ND;ND;ND;ND;ND;3;Diadema;antillarum;Diadema antillarum;8
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;9:33;ND;ND;ND;ND;ND;3;Strombus;gigas;Strombus gigas;1
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;9:33;ND;ND;ND;ND;ND;4;Stenopus;hispidus;Stenopus hispidus;6
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;9:33;ND;ND;ND;ND;ND;4;Diadema;antillarum;Diadema antillarum;3
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Erick Balam;9:33;ND;ND;ND;ND;ND;5;ND;ND;ND ND;0
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Erick Balam;9:33;ND;ND;ND;ND;ND;6;ND;ND;ND ND;0
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;9:33;ND;ND;ND;ND;ND;7;ND;ND;ND ND;0
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;9:33;ND;ND;ND;ND;ND;8;Panulirus;argus;Panulirus argus;1
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;9:33;ND;ND;ND;ND;ND;9;Strombus;gigas;Strombus gigas;1
1;5;2015;Quintana Roo;Punta Herrero;El Faro (Control);19.33807;-87.41743;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;9:33;ND;ND;ND;ND;ND;10;ND;ND;ND ND;0
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;1;Stenopus;hispidus;Stenopus hispidus;3
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;1;Otros;erizos;Otros erizos;1
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;1;Strombus;gigas;Strombus gigas;2
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;1;Pterois;volitans;Pterois volitans;1
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;2;Stenopus;hispidus;Stenopus hispidus;1
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;2;Diadema;antillarum;Diadema antillarum;3
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;2;Strombus;gigas;Strombus gigas;1
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;3;Stenopus;hispidus;Stenopus hispidus;7
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;3;Diadema;antillarum;Diadema antillarum;2
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;3;Otros;erizos;Otros erizos;1
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;3;Strombus;gigas;Strombus gigas;2
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Castro;ND;ND;12;ND;28;ND;3;Pterois;volitans;Pterois volitans;2
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Erik Leonel Xicum Mendoza;ND;ND;12;ND;28;ND;4;Stenopus;hispidus;Stenopus hispidus;1
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Erik Leonel Xicum Mendoza;ND;ND;12;ND;28;ND;4;Diadema;antillarum;Diadema antillarum;1
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Erik Leonel Xicum Mendoza;ND;ND;12;ND;28;ND;5;Stenopus;hispidus;Stenopus hispidus;3
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Erik Leonel Xicum Mendoza;ND;ND;12;ND;28;ND;5;Strombus;gigas;Strombus gigas;1
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Erik Leonel Xicum Mendoza;ND;ND;12;ND;28;ND;5;Pterois;volitans;Pterois volitans;2
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Erik Leonel Xicum Mendoza;ND;ND;12;ND;28;ND;6;Stenopus;hispidus;Stenopus hispidus;3
31;5;2015;Quintana Roo;Banco Chinchorro;Los Gonzalez;18.58342;-87.4175;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;William Balam;ND;ND;12;ND;28;ND;7;Stenopus;hispidus;Stenopus hispidus;1
