Dia;Mes;Ano;Estado;Comunidad;Sitio;Latitud;Longitud;Habitat;Zonificacion;Tipo de protección;ANP;Buzo Monitor;Hora inicial buceo;Hora final buceo;Profundidad inicial (m);Profundidad final (m);Temperatura (°C);Visibilidad (m);Transecto;Genero;Especie;GeneroEspecie;Abundancia
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Erick Balam;ND;ND;7;3;28;ND;5;Eucidaris;tribuloides;Eucidaris tribuloides;3
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Erick Balam;ND;ND;7;3;28;ND;6;ND;ND;ND ND;0
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Erick Balam;ND;ND;7;3;28;ND;7;Diadema;antillarum;Diadema antillarum;1
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Erick Balam;ND;ND;7;3;28;ND;7;Panulirus;argus;Panulirus argus;4
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;ND;ND;7;3;28;ND;8;Stenopus;hispidus;Stenopus hispidus;2
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;ND;ND;7;3;28;ND;8;Eucidaris;tribuloides;Eucidaris tribuloides;1
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;ND;ND;7;3;28;ND;8;Diadema;antillarum;Diadema antillarum;1
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;ND;ND;7;3;28;ND;8;Panulirus;argus;Panulirus argus;3
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;ND;ND;7;3;28;ND;8;Pterois;volitans;Pterois volitans;1
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;ND;ND;7;3;28;ND;9;Stenopus;hispidus;Stenopus hispidus;4
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;ND;ND;7;3;28;ND;9;Diadema;antillarum;Diadema antillarum;1
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;ND;ND;7;3;28;ND;9;Pterois;volitans;Pterois volitans;1
25;4;2013;Quintana Roo;Punta Herrero;Manchon (Control);19.37124;-87.45167;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Marco Antonio Gonzalez;ND;ND;7;3;28;ND;10;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;1;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;2;Strombus;gigas;Strombus gigas;2
26;5;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;3;Strombus;gigas;Strombus gigas;1
26;5;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;14;28;ND;4;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;14;28;ND;5;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;14;28;ND;6;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;14;28;ND;7;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;14;28;ND;8;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;14;28;ND;9;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo;19.39949;-87.45519;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;14;28;ND;10;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;1;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;2;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;3;Panulirus;argus;Panulirus argus;1
26;5;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;5;28;ND;4;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;5;28;ND;5;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;5;28;ND;6;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;5;28;ND;7;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;5;28;ND;8;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;5;28;ND;9;ND;ND;ND ND;0
26;5;2013;Quintana Roo;Maria Elena;Cabezo (Control);19.39314;-87.45577;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;5;28;ND;10;ND;ND;ND ND;0
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;7;28;ND;1;Strombus;gigas;Strombus gigas;2
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;7;28;ND;2;Eucidaris;tribuloides;Eucidaris tribuloides;2
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;6;28;ND;3;Eucidaris;tribuloides;Eucidaris tribuloides;2
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;6;28;ND;3;Panulirus;argus;Panulirus argus;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;4;Eucidaris;tribuloides;Eucidaris tribuloides;2
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;4;Panulirus;argus;Panulirus argus;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;5;Stenopus;hispidus;Stenopus hispidus;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;5;Eucidaris;tribuloides;Eucidaris tribuloides;2
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;5;Panulirus;argus;Panulirus argus;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;6;ND;ND;ND ND;0
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;7;Strombus;gigas;Strombus gigas;2
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;8;Strombus;gigas;Strombus gigas;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;9;Eucidaris;tribuloides;Eucidaris tribuloides;2
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;9;Strombus;gigas;Strombus gigas;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero;19.41254;-87.46046;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;10;Pterois;volitans;Pterois volitans;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;6;28;ND;1;Eucidaris;tribuloides;Eucidaris tribuloides;3
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;6;28;ND;1;Strombus;gigas;Strombus gigas;4
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;6;28;ND;1;Pterois;volitans;Pterois volitans;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;6;28;ND;2;Strombus;gigas;Strombus gigas;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;3;Panulirus;argus;Panulirus argus;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;14;28;ND;4;Strombus;gigas;Strombus gigas;2
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;14;28;ND;5;Eucidaris;tribuloides;Eucidaris tribuloides;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;14;28;ND;5;Panulirus;argus;Panulirus argus;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;14;28;ND;5;Strombus;gigas;Strombus gigas;1
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;14;28;ND;6;ND;ND;ND ND;0
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;14;28;ND;7;ND;ND;ND ND;0
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;14;28;ND;8;Strombus;gigas;Strombus gigas;4
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;14;28;ND;9;Strombus;gigas;Strombus gigas;2
24;5;2013;Quintana Roo;Maria Elena;El Gallinero (Control);19.40712;-87.45648;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;14;28;ND;10;Octopus;sp.;Octopus sp.;5
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;1;Eucidaris;tribuloides;Eucidaris tribuloides;2
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;1;Strombus;gigas;Strombus gigas;1
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;2;Panulirus;argus;Panulirus argus;4
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;3;Panulirus;argus;Panulirus argus;1
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;14;28;ND;3;Panulirus;guttatus;Panulirus guttatus;1
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;4;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;5;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;6;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;7;Stenopus;hispidus;Stenopus hispidus;1
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;7;Panulirus;argus;Panulirus argus;1
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;8;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;9;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria;19.51921;-87.42758;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;10;Strombus;gigas;Strombus gigas;1
25;5;2013;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;6;28;ND;1;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;6;28;ND;2;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Pablo Catzim Pech;ND;ND;ND;6;28;ND;3;ND;ND;ND ND;3
25;5;2013;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;4;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;5;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Jacobo Caamal;ND;ND;ND;6;28;ND;6;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;7;Diadema;antillarum;Diadema antillarum;1
25;5;2013;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;8;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;6;28;ND;9;ND;ND;ND ND;0
25;5;2013;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;ND;ND;ND;14;28;ND;10;ND;ND;ND ND;0
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jaime Alberto Medina Alavez;10:00;ND;7;5;29;ND;1;Stenopus;hispidus;Stenopus hispidus;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jaime Alberto Medina Alavez;10:00;ND;7;5;29;ND;1;Strombus;gigas;Strombus gigas;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jaime Alberto Medina Alavez;10:00;ND;7;5;29;ND;2;Stenopus;hispidus;Stenopus hispidus;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jaime Alberto Medina Alavez;10:00;ND;7;5;29;ND;2;Strombus;gigas;Strombus gigas;3
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Francisco Puc Torres;10:00;ND;7;5;29;ND;3;Strombus;gigas;Strombus gigas;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Jose Francisco Puc Torres;10:00;ND;7;5;29;ND;4;Strombus;gigas;Strombus gigas;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Erik Leonel Xicum Mendoza;10:00;ND;7;5;29;ND;5;Stenopus;hispidus;Stenopus hispidus;2
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Erik Leonel Xicum Mendoza;10:00;ND;7;5;29;ND;5;Strombus;gigas;Strombus gigas;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Erik Leonel Xicum Mendoza;10:00;ND;7;5;29;ND;6;Stenopus;hispidus;Stenopus hispidus;3
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Erik Leonel Xicum Mendoza;10:00;ND;7;1;29;ND;6;Strombus;gigas;Strombus gigas;3
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Alex Rodrigo Villanueva Puc;10:00;ND;7;1;29;ND;7;Strombus;gigas;Strombus gigas;3
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Alex Rodrigo Villanueva Puc;10:00;ND;7;1;29;ND;7;Holothuroidea;sp.;Holothuroidea sp.;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Alex Rodrigo Villanueva Puc;10:00;ND;7;1;29;ND;8;Diadema;antillarum;Diadema antillarum;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Alex Rodrigo Villanueva Puc;10:00;ND;7;1;29;ND;8;Strombus;gigas;Strombus gigas;2
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte;18.76841;-87.32899;Arrecife coralino;No Pesca;Zona núcleo;RB Banco Chinchorro;Alex Rodrigo Villanueva Puc;10:00;ND;7;1;29;ND;8;Pterois;volitans;Pterois volitans;2
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte (Control);18.77204;-87.31446;Arrecife coralino;Pesca;Ninguna;RB Banco Chinchorro;Jaime Alberto Medina Alavez;12:00;ND;6;1;29;ND;1;Panulirus;argus;Panulirus argus;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte (Control);18.77204;-87.31446;Arrecife coralino;Pesca;Ninguna;RB Banco Chinchorro;Jaime Alberto Medina Alavez;12:00;ND;6;1;29;ND;1;Strombus;gigas;Strombus gigas;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte (Control);18.77204;-87.31446;Arrecife coralino;Pesca;Ninguna;RB Banco Chinchorro;Jaime Alberto Medina Alavez;12:00;ND;6;1;29;ND;2;Panulirus;argus;Panulirus argus;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte (Control);18.77204;-87.31446;Arrecife coralino;Pesca;Ninguna;RB Banco Chinchorro;Jaime Alberto Medina Alavez;12:00;ND;6;1;29;ND;2;Panulirus;guttatus;Panulirus guttatus;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte (Control);18.77204;-87.31446;Arrecife coralino;Pesca;Ninguna;RB Banco Chinchorro;Jaime Alberto Medina Alavez;12:00;ND;6;1;29;ND;2;Strombus;gigas;Strombus gigas;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte (Control);18.77204;-87.31446;Arrecife coralino;Pesca;Ninguna;RB Banco Chinchorro;Jose Francisco Puc Torres;12:00;ND;6;1;29;ND;3;Eucidaris;tribuloides;Eucidaris tribuloides;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte (Control);18.77204;-87.31446;Arrecife coralino;Pesca;Ninguna;RB Banco Chinchorro;Jose Francisco Puc Torres;12:00;ND;6;1;29;ND;3;Panulirus;guttatus;Panulirus guttatus;5
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte (Control);18.77204;-87.31446;Arrecife coralino;Pesca;Ninguna;RB Banco Chinchorro;Jose Francisco Puc Torres;12:00;ND;6;1;29;ND;3;Strombus;gigas;Strombus gigas;1
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte (Control);18.77204;-87.31446;Arrecife coralino;Pesca;Ninguna;RB Banco Chinchorro;Jose Francisco Puc Torres;12:00;ND;6;1;29;ND;4;Diadema;antillarum;Diadema antillarum;2
14;6;2013;Quintana Roo;Banco Chinchorro;Zona Nucleo Cayo Norte (Control);18.77204;-87.31446;Arrecife coralino;Pesca;Ninguna;RB Banco Chinchorro;Jose Francisco Puc Torres;12:00;ND;6;1;29;ND;4;Eucidaris;tribuloides;Eucidaris tribuloides;3
