Dia;Mes;Ano;Estado;Comunidad;Sitio;Latitud;Longitud;Habitat;Zonificacion;Tipo de protección;ANP;Buzo Monitor;Hora inicial buceo;Hora final buceo;Profundidad inicial (m);Profundidad final (m);Temperatura (°C);Visibilidad (m);Corriente;Transecto;Genero;Especie;GeneroEspecie;Sexo;Clase;Talla;Abundancia
15;3;2014;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;10:35;ND;3;NA;27;ND;ND;10;Damisela;sp.;Damisela sp.;NA;nov-20;15.5;9
15;3;2014;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;10:35;ND;3;NA;27;ND;ND;10;Microspathodon;chrysurus;Microspathodon chrysurus;NA;nov-20;15.5;1
15;3;2014;Quintana Roo;Maria Elena;Punta Loria (Control);19.5288;-87.42542;Arrecife coralino;Pesca;Ninguna;RB Sian Ka'an;Stuart Fulton;10:35;ND;3;NA;27;ND;ND;10;Loro;sp.;Loro sp.;NA;21-30;25.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Vieja;sp.;Vieja sp.;NA;0-5;2.5;4
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Damisela;sp.;Damisela sp.;NA;0-5;2.5;7
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Haemulon;flavolineatum;Haemulon flavolineatum;NA;0-5;2.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Lutjanus;apodus;Lutjanus apodus;NA;0-5;2.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Haemulon;aurolineatum;Haemulon aurolineatum;NA;0-5;2.5;34
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Bodianus;rufus;Bodianus rufus;NA;0-5;2.5;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Vieja;sp.;Vieja sp.;NA;06-oct;8;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Damisela;sp.;Damisela sp.;NA;06-oct;8;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Haemulon;sciurus;Haemulon sciurus;NA;06-oct;8;7
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Haemulon;flavolineatum;Haemulon flavolineatum;NA;06-oct;8;7
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Lutjanus;apodus;Lutjanus apodus;NA;06-oct;8;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Abudefduf;saxatilis;Abudefduf saxatilis;NA;06-oct;8;9
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Microspathodon;chrysurus;Microspathodon chrysurus;NA;06-oct;8;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Pomacanthus;arcuatus;Pomacanthus arcuatus;NA;06-oct;8;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Loro;sp.;Loro sp.;NA;nov-20;15.5;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Lancero;sp.;Lancero sp.;NA;nov-20;15.5;8
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Haemulon;sciurus;Haemulon sciurus;NA;nov-20;15.5;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Microspathodon;chrysurus;Microspathodon chrysurus;NA;nov-20;15.5;4
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Haemulon;plumierii;Haemulon plumierii;NA;nov-20;15.5;6
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Pomacanthus;arcuatus;Pomacanthus arcuatus;NA;nov-20;15.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Loro;sp.;Loro sp.;NA;21-30;25.5;5
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Lancero;sp.;Lancero sp.;NA;21-30;25.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Loro;sp.;Loro sp.;NA;31-40;35.5;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Lutjanus;apodus;Lutjanus apodus;NA;31-40;35.5;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;1;Lutjanus;jocu;Lutjanus jocu;NA;31-40;35.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Vieja;sp.;Vieja sp.;NA;0-5;2.5;12
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Loro;sp.;Loro sp.;NA;0-5;2.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Damisela;sp.;Damisela sp.;NA;0-5;2.5;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Haemulon;flavolineatum;Haemulon flavolineatum;NA;0-5;2.5;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Lancero;sp.;Lancero sp.;NA;06-oct;8;6
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Damisela;sp.;Damisela sp.;NA;06-oct;8;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Lutjanus;apodus;Lutjanus apodus;NA;06-oct;8;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Haemulon;plumierii;Haemulon plumierii;NA;06-oct;8;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Haemulon;sciurus;Haemulon sciurus;NA;06-oct;8;5
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Haemulon;flavolineatum;Haemulon flavolineatum;NA;06-oct;8;7
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Haemulon;carbonarium;Haemulon carbonarium;NA;06-oct;8;6
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Caranx;ruber;Caranx ruber;NA;06-oct;8;7
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Lutjanus;apodus;Lutjanus apodus;NA;nov-20;15.5;8
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Miguel Jesus Tun Catzim;9:00;ND;6;NA;26;ND;ND;2;Haemulon;sciurus;Haemulon sciurus;NA;nov-20;15.5;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;3;Vieja;sp.;Vieja sp.;NA;0-5;2.5;5
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;3;Lancero;sp.;Lancero sp.;NA;0-5;2.5;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;3;Vieja;sp.;Vieja sp.;NA;06-oct;8;5
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;3;Lancero;sp.;Lancero sp.;NA;06-oct;8;4
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;3;Mariposa;sp.;Mariposa sp.;NA;06-oct;8;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;3;Haemulon;plumierii;Haemulon plumierii;NA;06-oct;8;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Vieja;sp.;Vieja sp.;NA;0-5;2.5;5
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Lancero;sp.;Lancero sp.;NA;0-5;2.5;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Vieja;sp.;Vieja sp.;NA;06-oct;8;10
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Loro;sp.;Loro sp.;NA;06-oct;8;5
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Lancero;sp.;Lancero sp.;NA;06-oct;8;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Mariposa;sp.;Mariposa sp.;NA;06-oct;8;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Abudefduf;saxatilis;Abudefduf saxatilis;NA;06-oct;8;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Haemulon;flavolineatum;Haemulon flavolineatum;NA;06-oct;8;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Loro;sp.;Loro sp.;NA;nov-20;15.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Lutjanus;apodus;Lutjanus apodus;NA;nov-20;15.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Ocyurus;chrysurus;Ocyurus chrysurus;NA;nov-20;15.5;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Haemulon;sciurus;Haemulon sciurus;NA;nov-20;15.5;7
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Haemulon;carbonarium;Haemulon carbonarium;NA;nov-20;15.5;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Caranx;ruber;Caranx ruber;NA;nov-20;15.5;4
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Lutjanus;apodus;Lutjanus apodus;NA;21-30;25.5;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Lutjanus;apodus;Lutjanus apodus;NA;31-40;35.5;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Sparisoma;viride;Sparisoma viride;NA;31-40;35.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Jose Luis Chan Caamal;9:00;ND;6;NA;26;ND;ND;4;Lutjanus;jocu;Lutjanus jocu;NA;31-40;35.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Vieja;sp.;Vieja sp.;NA;0-5;2.5;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Damisela;sp.;Damisela sp.;NA;0-5;2.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Lancero;sp.;Lancero sp.;NA;0-5;2.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Vieja;sp.;Vieja sp.;NA;06-oct;8;5
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Damisela;sp.;Damisela sp.;NA;06-oct;8;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Vieja;sp.;Vieja sp.;NA;nov-20;15.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Loro;sp.;Loro sp.;NA;nov-20;15.5;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Lancero;sp.;Lancero sp.;NA;nov-20;15.5;3
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Lutjanus;apodus;Lutjanus apodus;NA;nov-20;15.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Microspathodon;chrysurus;Microspathodon chrysurus;NA;nov-20;15.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Sparisoma;viride;Sparisoma viride;NA;21-30;25.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;21-30;25.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Cephalopholis;cruentatus;Cephalopholis cruentatus;NA;21-30;25.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;5;Loro;sp.;Loro sp.;NA;31-40;35.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Vieja;sp.;Vieja sp.;NA;0-5;2.5;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Loro;sp.;Loro sp.;NA;0-5;2.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Damisela;sp.;Damisela sp.;NA;0-5;2.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Vieja;sp.;Vieja sp.;NA;06-oct;8;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Loro;sp.;Loro sp.;NA;06-oct;8;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Damisela;sp.;Damisela sp.;NA;06-oct;8;11
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Sparisoma;viride;Sparisoma viride;NA;06-oct;8;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Vieja;sp.;Vieja sp.;NA;nov-20;15.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Loro;sp.;Loro sp.;NA;nov-20;15.5;2
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Lancero;sp.;Lancero sp.;NA;nov-20;15.5;4
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Sparisoma;viride;Sparisoma viride;NA;nov-20;15.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Caranx;ruber;Caranx ruber;NA;nov-20;15.5;12
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Haemulon;flavolineatum;Haemulon flavolineatum;NA;nov-20;15.5;6
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Microspathodon;chrysurus;Microspathodon chrysurus;NA;nov-20;15.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Haemulon;sciurus;Haemulon sciurus;NA;nov-20;15.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Sparisoma;aurofrenatum;Sparisoma aurofrenatum;NA;nov-20;15.5;4
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Cephalopholis;cruentatus;Cephalopholis cruentatus;NA;nov-20;15.5;1
18;3;2014;Quintana Roo;Maria Elena;San Roman;19.48939;-87.42848;Arrecife coralino;No Pesca;Refugio pesquero;RB Sian Ka'an;Stuart Fulton;9:00;ND;6;NA;26;ND;ND;6;Lutjanus;apodus;Lutjanus apodus;NA;nov-20;15.5;2
